Model,Username,User_Country,User_Province,User_City,User_PostalCode,Numpublication,NumPublicationAdoption,NumPublicationHelp,NumPublicationStray,NumComment,UserAge,Work,Studies,Marital Status,Children,Housing,Other Pets,NumPets,Gender,Specie,Chip,Sex,Race,Age,State,AnimalShelter
AnimalShelter,Ryan,Republica Dominicana,Salamanca,Tomelloso,10843,3049,209,1160,1680,1778,94,Profesor,Magisterio,married,13,attic,several,2,,hamster,no,intact_male,Ruso enano,6,sick,animalshelter
PublicationAdoption,Lucille,India,Valencia,Cuenca,34390,1622,826,309,487,811,18,Paramédico,Bachillerato,married,16,,dog,3,nobinary,snake,unknown,intact_male,Pitón,4,sick,animalshelter
PublicationAdoption,Jame,Costa Rica,Alava,Ourense,64939,2422,50,1819,553,1233,93,Bibliotecólogo,Economía,,10,duplex,several,15,male,hamster,no,neutered_female,Chino,14,foster,animalshelter
Animal,Barbara,Nicaragua,Menorca,Ourense,70525,5294,1846,1507,1941,1762,90,Lechero,Ingeniería química,single,1,studio,,3,female,dog,unknown,intact_male,Sabueso Francés blanco y negro,5,dead,animalshelter
Pages,Christopher,Chile,Ceuta,Canary Islands,52557,2487,239,1664,584,276,16,Cocinero,Ingeniería mecánica y metalurgia,relationship,3,attic,cat,14,other,,,,,0,,
AnimalShelter,Willie,Ecuador,Asturias,Almadén,58562,3100,1265,1067,768,1294,100,Farmacólogo,Ingeniería química,single,14,attic,cat,11,nobinary,snake,,unknow,Cabeza de cobre,18,vet,animalshelter
AnimalAdoption,Harold,Argentina,Salamanca,Segovia,50599,2600,971,1206,423,1668,33,Contador,Negocios y comercio,married,5,detached house,dog,18,,bunny,unknown,intact_female,Toy,0,sick,animalshelter
AnimalShelter,Frank,Guinea Ecuatorial,Salamanca,Puertollano,12665,2561,790,1709,62,907,79,Técnico de sonido,Ingeniería química,divorced,8,ground floor with garden,cat,17,,bunny,unknown,intact_female,Toy,10,sick,animalshelter
AnimalShelter,Michael,Honduras,Orense,Maó,57150,4287,1928,1337,1022,304,5,Técnico de sonido,"Finanzas, banca y seguros",,8,quadplex,,6,male,dog,unknown,intact_male,Boyero de Entlebuch,8,adopted,animalshelter
AnimalShelter,Lindsay,Costa Rica,Ceuta,Zaragoza,74220,4654,1595,1845,1214,1912,10,Cerrajero,Tecnología y protección del medio ambiente,separated,0,attic,other,3,,hamster,yes,unknow,Chino,7,foster,animalshelter
AnimalAdoption,Christine,Colombia,Cáceres,Osuna,80717,3206,1211,384,1611,1757,64,Paramédico,Psicología,,0,duplex,snake,13,nobinary,snake,no,intact_female,Víbora,20,foster,animalshelter
PublicationAdoption,Beverly,Mexico,Lanzarote,Palencia,72225,4421,1500,1271,1650,1235,11,Farmacólogo,Mercadotecnia y publicidad,separated,13,bungalows,turtles,15,nobinary,other,unknown,unknow,Pedresa,3,unknown,animalshelter
PublicationAdoption,Thomas,Mexico,Asturias,Cuenca,73480,3553,1742,1418,393,1230,88,Politólogo,Bachillerato,relationship,13,ground floor,hamster,17,male,dog,unknown,castrated_male,Lundehund Noruego,14,healthy,animalshelter
AnimalAdoption,Andrew,Bolivia,Cantabria,A Coruña,16036,4154,885,1698,1571,490,65,Farmacólogo,Negocios y comercio,separated,16,quadplex,,20,male,other,yes,unknow,Betizu,1,adopted,animalshelter
AnimalShelter,David,Venezuela,Orense,Tineo,59648,3361,1058,1513,790,1093,2,Ingeniero,Contabilidad y fiscalización,divorced,18,terraced house,several,6,nobinary,dog,,neutered_female,Bichon Boloñes,1,unknown,animalshelter
AnimalShelter,Robert,Reino Unido,Córdoba,Telde,49964,4504,1057,1971,1476,1670,61,Ingeniero,"Negocios y administración, programas multidisciplinarios o generales",relationship,10,ground floor with garden,hamster,15,nobinary,turtles,yes,castrated_male,Orejas rojas,13,unknown,animalshelter
AnimalShelter,Tessie,Alemania,Guadalajara,Alcalá de Guadaira,45353,3162,1086,1886,190,1651,4,Periodista,Criminología,divorced,19,attic,other,15,,bunny,no,intact_male,Blanco de Hotot,7,dead,animalshelter
PublicationAdoption,Maude,Chile,Badajoz,Algeciras,82370,2514,319,674,1521,1937,65,Computista,ESO,separated,8,ground floor,hamster,7,female,dog,unknown,unknow,Bulldog francés,5,healthy,animalshelter
AnimalShelter,Brittney,El Salvador,Barcelona,Segovia,89670,2389,300,827,1262,818,15,Botánico,Tecnologías de la información y comunicación,married,16,detached house,several,15,,cat,no,neutered_female,Ragdol,15,dead,animalshelter
AnimalAdoption,Pedro,Guinea Ecuatorial,Menorca,A Coruña,68320,4245,880,1445,1920,1572,96,Paramédico,Ingeniería mecánica y metalurgia,single,12,,snake,19,female,dog,unknown,neutered_female,Schapendoes,2,foster,animalshelter
AnimalShelter,Howard,Venezuela,A Coruña,Tortosa,89745,3009,891,1218,900,1428,15,Frutero,Negocios y comercio,divorced,12,bungalows,,10,,dog,unknown,unknow,Deerhound,16,other,animalshelter
Pages,Demetrius,Guinea Ecuatorial,Mallorca,Marchena,33485,4334,1098,1284,1952,1964,55,Lechero,Mercadotecnia y publicidad,married,6,semi-detached house,snake,4,,,,,,0,,
AnimalAdoption,Karina,Republica Dominicana,Huelva,Peñarroya-Pueblonuevo,89533,3879,1974,425,1480,1739,27,Cocinero,Magisterio,single,3,quadplex,turtles,12,other,dog,,neutered_female,Nova Scotia duck tolling retriever,8,dead,animalshelter
Animal,Charles,Guatemala,Tarragona,Zamora,31807,3204,885,1405,914,310,97,Cerrajero,Economía,divorced,12,flat,hamster,0,nobinary,snake,yes,intact_male,Boa,7,other,animalshelter
AnimalAdoption,Cynthia,El Salvador,Tenerife,Morón de la Frontera,36815,3216,1983,127,1106,97,19,,Trabajo y atención social,relationship,0,bungalows,bunny,13,,other,unknown,castrated_male,Pedresa,19,unknown,animalshelter
AnimalAdoption,Byron,Alemania,Gran Canaria,Girona,82614,1271,607,82,582,681,49,Periodista,Administración y gestión de empresas,,6,terraced house,turtles,14,female,cat,no,castrated_male,Bobtail americano,14,dead,animalshelter
PublicationAdoption,David,Paraguay,Pontevedra,Arcos de la Frontera,80082,4365,1059,1719,1587,540,76,Historiador,Administración y gestión de empresas,,19,triplex,snake,13,other,dog,yes,unknow,Lagotto Romagnolo,20,foster,animalshelter
AnimalAdoption,Christina,España,Fuerteventura,Mondoñedo,71707,2383,917,779,687,1616,75,Arquitecto,Ingeniería química,,14,attic,,10,,snake,unknown,intact_female,Serpiente de coral,6,other,animalshelter
AnimalShelter,Shawn,Singapur,El Hierro,Granada,20119,4755,1975,1936,844,1017,3,Biólogo,"Finanzas, banca y seguros",single,17,bungalows,dog,9,female,hamster,yes,castrated_male,Enano de Campbell,4,healthy,animalshelter
PublicationAdoption,Dennis,El Salvador,Málaga,Asturias,78011,1965,566,195,1204,1348,95,Paramédico,ESO,married,10,quadplex,turtles,1,,other,unknown,unknow,Duroc,20,unknown,animalshelter
AnimalAdoption,Wayne,Panama,Teruel,Sestao,62733,2850,185,1087,1578,796,93,Bibliotecólogo,Magisterio,married,19,bungalows,cat,0,female,dog,,intact_male,Mastín de los Pirineos,13,foster,animalshelter
Pages,Rosa,Singapur,Menorca,Pontevedra,34766,1792,165,1247,380,1536,22,Archivólogo,Bellas artes,divorced,3,attic,several,14,male,,,,,0,,
Animal,Barbara,Venezuela,Almería,Cáceres,92227,2548,1275,915,358,568,100,Cocinero,Derecho,divorced,5,bungalows,hamster,5,male,other,,castrated_male,Duroc,0,vet,animalshelter
Animal,Rhonda,Malta,Menorca,Vitoria-Gasteiz,30824,3329,1151,994,1184,1461,83,Frutero,"Negocios y administración, programas multidisciplinarios o generales",single,4,detached house,dog,16,,cat,yes,intact_female,Maine coon,16,dead,animalshelter
Animal,Richard,Paraguay,Alava,Castile–La Mancha,43238,2687,660,675,1352,565,43,Cerrajero,Magisterio,married,13,ground floor,cat,13,nobinary,bunny,no,neutered_female,Tan,19,foster,animalshelter
Pages,Daniel,Honduras,Jaén,Maó,45590,4103,332,1809,1962,1789,24,Paramédico,Bellas artes,separated,9,,turtles,4,female,,,,,0,,
Pages,Donald,Bolivia,Granada,Zamora,82889,1833,260,828,745,1887,0,Contador,Ingeniería mecánica y metalurgia,relationship,10,ground floor,turtles,16,other,,,,,0,,
Pages,Bobbie,Argentina,A Coruña,La Línea,33615,1050,417,568,65,1707,87,Químico,Bachillerato,separated,1,ground floor,cat,10,female,,,,,0,,
AnimalAdoption,Billy,Guinea Ecuatorial,Fuerteventura,Valladolid,64867,5027,1805,1639,1583,645,74,Bibliotecólogo,"Finanzas, banca y seguros",married,16,apartment,several,3,nobinary,hamster,yes,intact_male,Chino,0,unknown,animalshelter
Animal,Daniel,Bolivia,Toledo,Álava,59341,5196,1866,1813,1517,495,35,Periodista,Economía,single,5,terraced house,other,5,male,snake,no,neutered_female,Cobra,1,other,animalshelter
PublicationAdoption,Daniel,Guinea Ecuatorial,Badajoz,Úbeda,17735,3004,1682,511,811,467,67,Músico,Magisterio,,12,terraced house,snake,17,male,hamster,unknown,intact_female,Enano de Campbell,16,vet,animalshelter
Pages,Marsha,Guatemala,Zaragoza,Ciudad Rodrigo,87183,2019,1350,573,96,482,82,Cocinero,Magisterio,divorced,5,triplex,,12,other,,,,,0,,
PublicationAdoption,Stanley,Chile,Asturias,Aranjuez,33737,1412,228,312,872,1706,76,Paramédico,Sociología y antropología,,14,duplex,several,6,,turtles,yes,unknow,Pintada,13,foster,animalshelter
PublicationAdoption,Gordon,El Salvador,Orense,Yecla,82285,2495,1778,416,301,1047,92,Lechero,Economía,,14,loft,dog,17,,other,unknown,castrated_male,Alvera,0,other,animalshelter
Pages,Bert,Venezuela,Orense,Úbeda,65438,3369,661,1378,1330,640,72,Arquitecto,ESO,single,1,triplex,snake,16,nobinary,,,,,0,,
Animal,Brian,Malta,Guadalajara,Guadix,31258,2180,32,385,1763,315,56,Botánico,Trabajo y atención social,relationship,13,bungalows,several,3,male,turtles,,unknow,Rusa,0,vet,animalshelter
AnimalShelter,Inez,Nicaragua,Cádiz,Ecija,11063,3411,672,841,1898,1207,30,Ingeniero,Tecnologías de la información y comunicación,,0,loft,bunny,19,female,hamster,unknown,unknow,Roborowski,9,vet,animalshelter
Pages,Patsy,Ecuador,Avila,Guipúzcoa,11393,2595,1286,384,925,412,93,Bibliotecólogo,Criminología,single,8,terraced house,cat,2,female,,,,,0,,
Animal,Herman,Costa Rica,Madrid,Santa Coloma de Gramenet,33271,3226,1313,1717,196,357,7,Paleontólogo,Tecnología y protección del medio ambiente,,9,studio,bunny,13,other,snake,no,castrated_male,Cobra,12,other,animalshelter
AnimalShelter,Martha,India,Toledo,Ciudad Rodrigo,81464,3527,1318,1246,963,698,96,Computista,Psicología,separated,17,bungalows,several,14,nobinary,hamster,unknown,unknow,Enano de Campbell,20,sick,animalshelter
AnimalShelter,Catherine,Venezuela,Tenerife,Cantabria,91556,2280,1232,654,394,1070,12,Lavandero,"Negocios y administración, programas multidisciplinarios o generales",divorced,5,loft,other,11,male,bunny,yes,unknow,Tan,14,adopted,animalshelter
Pages,Su,Cuba,Ibiza,Avilés,39614,2868,745,639,1484,1814,27,Químico,Ingeniería química,separated,16,flat,,15,,,,,,0,,
Animal,Richard,Costa Rica,Guipuzcoa,Llívia,66946,2263,120,1501,642,148,2,Lechero,Derecho,,13,bungalows,,20,male,hamster,yes,intact_female,Sirio,2,healthy,animalshelter
PublicationAdoption,Brenda,Guatemala,Badajoz,Cantabria,69205,4145,1500,1736,909,1294,71,Sociólogo,Trabajo y atención social,separated,8,attic,bunny,1,female,snake,unknown,intact_male,Cobra,7,unknown,animalshelter
Animal,Lawrence,Republica de Irlanda,Zamora,Bujalance,94635,3726,1941,1109,676,1942,41,Filólogo,Mercadotecnia y publicidad,relationship,2,detached house,turtles,17,female,bunny,,neutered_female,Toy,19,unknown,animalshelter
Pages,Michael,Honduras,Fuerteventura,Alcázar de San Juan,23613,4915,1438,1940,1537,690,10,Lechero,Ingeniería química,relationship,3,loft,hamster,17,,,,,,0,,
AnimalAdoption,Albert,Nicaragua,Navarra,Girona,86307,3608,1697,698,1213,325,80,Sociólogo,"Negocios y administración, programas multidisciplinarios o generales",,4,quadplex,hamster,15,female,cat,no,intact_male,Siberiano,4,healthy,animalshelter
AnimalShelter,George,Colombia,La Rioja,Martos,50492,3529,1547,988,994,1870,34,Enfermero,Psicología,divorced,8,triplex,,12,male,hamster,yes,intact_male,Roborowski,8,other,animalshelter
Pages,Carla,El Salvador,Tarragona,Ferrol,43930,4130,1756,427,1947,1471,95,Arquitecto,Tecnologías de la información y comunicación,separated,7,detached house,dog,19,nobinary,,,,,0,,
Pages,Isaura,Argentina,Vizcaya,Trujillo,29403,3712,1869,262,1581,1179,61,Arquitecto,Criminología,married,15,bungalows,other,7,female,,,,,0,,
Pages,Fred,Venezuela,Lugo,Pontevedra,62276,2089,73,633,1383,1451,80,Ingeniero,Magisterio,single,17,,other,9,other,,,,,0,,
AnimalShelter,Kerri,Cuba,Ceuta,Tineo,10987,4076,822,1863,1391,91,76,Paleontólogo,Tecnología y protección del medio ambiente,,18,bungalows,,3,female,bunny,no,intact_female,Tan,5,dead,animalshelter
PublicationAdoption,Daisey,Ecuador,Alava,Motril,86047,3457,1758,1152,547,1757,17,Abogado,Negocios y comercio,divorced,19,attic,,4,male,hamster,yes,neutered_female,Sirio,9,foster,animalshelter
PublicationAdoption,Justin,Costa Rica,Pontevedra,Extremadura,10364,3630,364,1674,1592,1013,87,Cocinero,ESO,married,11,loft,snake,7,,bunny,unknown,intact_female,Tan,16,foster,animalshelter
Animal,Mildred,Guatemala,Cantabria,Santander,61919,2711,1432,415,864,1225,39,Químico,Sociología y antropología,divorced,2,,turtles,1,female,dog,unknown,unknow,Griffon de pelo duro (Grifón Korthals),3,vet,animalshelter
AnimalShelter,Robert,Honduras,La Rioja,Telde,87866,3823,1253,1829,741,1638,35,Bibliotecólogo,"Negocios y administración, programas multidisciplinarios o generales",divorced,5,quadplex,dog,17,female,snake,yes,neutered_female,Culebra,8,other,animalshelter
Animal,Frederick,Mexico,Formentera,Guadix,83070,1212,956,46,210,1904,100,Músico,Administración y gestión de empresas,relationship,15,quadplex,cat,2,female,cat,,intact_female,Manx,12,healthy,animalshelter
Animal,Michael,Bolivia,El Hierro,Osuna,88119,2637,624,1046,967,140,36,Paleontólogo,Sociología y antropología,divorced,11,loft,bunny,2,male,dog,yes,unknow,Cao de Castro Laboreiro,8,adopted,animalshelter
AnimalShelter,Timothy,Republica Dominicana,Cádiz,Ciudad Real,55790,2213,1324,664,225,684,58,Contador,Bellas artes,separated,20,studio,dog,3,other,other,unknown,unknow,Pedresa,20,healthy,animalshelter
PublicationAdoption,Maria,Bolivia,Badajoz,Ciudad Real,52811,2136,1161,823,152,427,95,Abogado,Tecnologías de la información y comunicación,married,2,quadplex,other,14,female,hamster,yes,castrated_male,Chino,7,vet,animalshelter
AnimalShelter,Belinda,India,Huesca,Linares,26112,4574,1945,1531,1098,1083,7,Contador,Trabajo y atención social,single,3,apartment,cat,0,,snake,no,castrated_male,Serpiente de coral,3,sick,animalshelter
Animal,Gloria,Bolivia,Albacete,Pola de Siero,47688,4524,606,1980,1938,750,99,Carpintero,Trabajo y atención social,divorced,2,studio,other,18,female,bunny,unknown,intact_female,Tan,13,unknown,animalshelter
Animal,Cynthia,Francia,Almería,Montilla,96740,3950,1587,898,1465,1601,65,Sociólogo,Sociología y antropología,single,9,terraced house,snake,5,,bunny,unknown,intact_male,Gigante de Flandes,9,unknown,animalshelter
PublicationAdoption,Rosalee,Pakistan,Cuenca,Catalonia,74261,2194,17,555,1622,1777,21,Filólogo,Psicología,divorced,16,attic,hamster,11,female,hamster,yes,intact_female,Sirio,12,sick,animalshelter
Pages,Grace,España,Las Palmas de Gran Canaria,Badajoz,39435,3040,530,525,1985,1218,3,,Ciencias políticas,single,6,detached house,several,7,other,,,,,0,,
Animal,Charles,Ecuador,Salamanca,Valdepeñas,81943,2771,139,700,1932,57,99,Músico,Ingeniería química,separated,15,ground floor,hamster,19,,dog,unknown,neutered_female,Segugio Italiano,14,other,animalshelter
AnimalShelter,Ronald,Colombia,Tenerife,Cuenca,17448,1952,131,646,1175,761,98,Ingeniero,ESO,separated,20,,,4,,bunny,,intact_male,Gigante de Flandes,7,foster,animalshelter
Pages,Steven,Singapur,Jaén,El Puerto de Santa María,17242,3474,1265,348,1861,561,7,Archivólogo,Bachillerato,separated,16,quadplex,bunny,5,male,,,,,0,,
AnimalShelter,Grover,España,Málaga,Jaén,13931,3231,1284,79,1868,1726,13,Historiador,Sociología y antropología,single,9,quadplex,bunny,3,other,bunny,unknown,unknow,Tan,12,sick,animalshelter
Pages,Janice,Guatemala,Cádiz,Santa Cruz de Tenerife,97758,3836,1592,1272,972,1716,17,Paleontólogo,Sociología y antropología,relationship,11,duplex,hamster,18,female,,,,,0,,
PublicationAdoption,Germaine,Costa Rica,Soria,Antequera,77685,4170,1821,382,1967,1718,13,Frutero,Bachillerato,divorced,14,studio,,7,female,dog,unknown,unknow,Spitz de Norbotten (Norbottenspets),1,dead,animalshelter
PublicationAdoption,Sharon,Costa Rica,Girona,Sanlúcar de Barrameda,35276,2851,184,1532,1135,1303,75,Historiador,Mercadotecnia y publicidad,married,5,studio,bunny,13,other,dog,no,castrated_male,Fila Brasileiro,18,healthy,animalshelter
AnimalAdoption,Marian,Republica de Irlanda,Zaragoza,Pontevedra,92374,3111,35,1445,1631,1579,86,Cerrajero,Magisterio,married,13,bungalows,,11,nobinary,hamster,yes,intact_female,Roborowski,2,adopted,animalshelter
PublicationAdoption,Valerie,Costa Rica,Navarra,Pontevedra,14870,2628,1992,69,567,631,45,Geógrafo,Magisterio,married,1,ground floor,cat,5,male,other,no,castrated_male,Alvera,10,vet,animalshelter
AnimalShelter,Jennifer,Venezuela,Guipuzcoa,Lebrija,31971,4073,1347,1702,1024,1615,3,Computista,Bellas artes,married,10,ground floor with garden,several,15,male,dog,unknown,unknow,Basset Alpino (Alpine Dachsbracke),1,healthy,animalshelter
AnimalShelter,Christine,Republica Dominicana,Almería,La Orotava,32263,3816,1769,135,1912,1361,71,Técnico de sonido,Tecnología y protección del medio ambiente,,9,semi-detached house,several,1,other,other,unknown,intact_female,Pedresa,2,vet,animalshelter
Pages,Annabelle,Argentina,Teruel,Vic,55565,4691,1030,1797,1864,771,91,Botánico,Economía,single,17,,,10,,,,,,0,,
AnimalAdoption,Richard,Mexico,Formentera,Arucas,32908,3819,796,1939,1084,1926,71,Profesor,Bellas artes,married,11,,hamster,19,female,bunny,,unknow,Rex,11,vet,animalshelter
Animal,David,Costa Rica,Mallorca,Santa Cruz de Tenerife,93518,1517,156,22,1339,1614,85,Periodista,"Negocios y administración, programas multidisciplinarios o generales",relationship,5,,other,7,nobinary,dog,unknown,neutered_female,Bulldog inglés,10,healthy,animalshelter
PublicationAdoption,Bobby,Guinea Ecuatorial,Vizcaya,El Escorial,22420,888,208,514,166,961,5,Arquitecto,Negocios y comercio,separated,10,studio,cat,9,male,snake,unknown,castrated_male,Pitón,15,unknown,animalshelter
PublicationAdoption,Stephen,Argentina,Salamanca,Ortigueira,63652,2535,877,274,1384,1090,0,Bibliotecólogo,"Finanzas, banca y seguros",divorced,16,quadplex,snake,15,,dog,unknown,castrated_male,Gran Basset Griffon Vendeano,19,healthy,animalshelter
Animal,Bruce,Francia,Fuerteventura,El Puerto de Santa María,12956,1435,592,659,184,457,55,Artesano,Mercadotecnia y publicidad,single,13,,snake,5,female,other,no,neutered_female,Pedresa,16,unknown,animalshelter
AnimalAdoption,Nicholas,Chile,Navarra,Cáceres,39077,3272,1770,1492,10,1293,90,Historiador,Economía,,20,ground floor,hamster,19,female,snake,no,intact_female,Cabeza de cobre,19,dead,animalshelter
AnimalAdoption,Jamie,Pakistan,Guipuzcoa,San Martín del Rey Aurelio,59650,5316,1955,1522,1839,1762,46,Músico,Derecho,single,0,semi-detached house,other,15,nobinary,other,,unknow,Betizu,8,healthy,animalshelter
Pages,Judith,Pakistan,Barcelona,Carballo,71553,3580,1504,1362,714,235,5,Electricista,Tecnologías de la información y comunicación,,2,semi-detached house,turtles,10,,,,,,0,,
